state,year,statename_fixed,total_cases,fatalities,marijuana,alcohol,poly_drug
27,2012,Minnesota,8,8,0,.375,0
27,2013,Minnesota,21,21,.047619049,.095238097,.047619049
27,2014,Minnesota,15,15,0,0,0
27,2015,Minnesota,17,17,.23529412,.11764706,.11764706
27,2016,Minnesota,14,14,.071428575,0,.071428575
27,2017,Minnesota,20,20,0,.050000001,0
27,2018,Minnesota,19,19,.052631579,.10526316,0
27,2019,Minnesota,17,17,.11764706,.17647059,.05882353
27,2020,Minnesota,16,16,.0625,0,.0625
27,2021,Minnesota,24,24,.041666668,.125,.041666668
27,2022,Minnesota,11,11,0,.090909094,.090909094
27,2023,Minnesota,5,5,0,0,0
27,2024,Minnesota,23,23,0,.17391305,.086956523
28,2000,Mississippi,66,66,0,.10606061,0
28,2001,Mississippi,47,47,.04255319,.14893617,0
28,2002,Mississippi,46,46,.021739131,.10869565,0
28,2003,Mississippi,41,41,0,.12195122,0
28,2004,Mississippi,35,35,0,.11428571,0
28,2005,Mississippi,61,61,.016393442,.18032786,0
28,2006,Mississippi,57,57,0,.14035088,0
28,2007,Mississippi,49,49,0,.1632653,0
28,2008,Mississippi,31,31,0,.064516127,0
28,2009,Mississippi,21,21,0,.047619049,0
28,2010,Mississippi,30,30,0,.033333335,0
28,2011,Mississippi,17,17,0,.11764706,0
28,2012,Mississippi,14,14,0,.14285715,0
28,2013,Mississippi,18,18,.055555556,.055555556,0
28,2014,Mississippi,22,22,0,.045454547,0
28,2015,Mississippi,24,24,0,.083333336,0
28,2016,Mississippi,34,34,0,0,.05882353
28,2017,Mississippi,30,30,.033333335,.033333335,.033333335
28,2018,Mississippi,14,14,.14285715,.071428575,.14285715
28,2019,Mississippi,26,26,0,.07692308,0
28,2020,Mississippi,36,36,0,.055555556,.055555556
28,2021,Mississippi,35,35,0,.057142857,0
28,2022,Mississippi,28,28,0,.035714287,0
28,2023,Mississippi,29,29,0,.10344828,0
28,2024,Mississippi,36,36,0,0,.027777778
29,2000,Missouri,52,52,0,.057692308,0
29,2001,Missouri,46,46,.021739131,.17391305,.021739131
29,2002,Missouri,79,79,0,.10126583,.025316456
29,2003,Missouri,88,88,.03409091,.14772727,.03409091
29,2004,Missouri,53,53,.03773585,.094339624,.03773585
29,2005,Missouri,111,111,.036036037,.081081077,0
29,2006,Missouri,46,46,0,.13043478,.043478262
29,2007,Missouri,44,44,.022727273,.11363637,.06818182
29,2008,Missouri,44,44,.090909094,.22727273,.06818182
29,2009,Missouri,25,25,.039999999,.2,.039999999
29,2010,Missouri,27,27,.074074075,.14814815,.037037037
29,2011,Missouri,22,22,.090909094,.18181819,.045454547
29,2012,Missouri,36,36,.055555556,.083333336,.027777778
29,2013,Missouri,19,19,0,.10526316,0
29,2014,Missouri,22,22,.045454547,0,.045454547
29,2015,Missouri,41,41,.12195122,.2682927,.12195122
29,2016,Missouri,33,33,.090909094,.090909094,.060606062
29,2017,Missouri,43,43,.046511628,.069767445,.046511628
29,2018,Missouri,36,36,.083333336,.055555556,.055555556
29,2019,Missouri,41,41,.097560972,.12195122,.073170729
29,2020,Missouri,41,41,.14634146,.24390244,.19512194
29,2021,Missouri,48,48,.041666668,.125,.0625
29,2022,Missouri,55,55,0,.14545454,.21818182
29,2023,Missouri,38,38,0,.078947365,.31578946
29,2024,Missouri,37,37,0,.13513513,.13513513
30,2000,Montana,8,8,0,.125,0
30,2001,Montana,11,11,0,.36363637,0
30,2002,Montana,13,13,.23076923,.15384616,0
30,2003,Montana,11,11,.18181819,.090909094,.18181819
30,2004,Montana,11,11,.090909094,.45454547,.090909094
30,2005,Montana,9,9,.11111111,.44444445,0
30,2006,Montana,13,13,.07692308,.15384616,0
30,2007,Montana,34,34,.029411765,.20588236,0
30,2008,Montana,15,15,0,.33333334,.06666667
30,2009,Montana,9,9,0,.11111111,.11111111
30,2010,Montana,4,4,.5,1,0
30,2011,Montana,8,8,0,.25,0
30,2012,Montana,8,8,.125,.25,0
30,2013,Montana,11,11,.090909094,.54545456,.090909094
30,2014,Montana,3,3,.66666669,0,.33333334
30,2015,Montana,14,14,.21428572,.14285715,.071428575
30,2016,Montana,5,5,.2,.60000002,.2
30,2017,Montana,7,7,0,.14285715,0
30,2018,Montana,7,7,.14285715,.14285715,.2857143
30,2019,Montana,3,3,0,.33333334,0
30,2020,Montana,9,9,0,.22222222,.33333334
30,2021,Montana,12,12,.16666667,.16666667,0
30,2022,Montana,10,10,0,.1,.30000001
30,2023,Montana,6,6,0,.33333334,0
30,2024,Montana,9,9,0,.66666669,.44444445
31,2000,Nebraska,24,24,.041666668,.083333336,0
31,2001,Nebraska,11,11,0,0,0
31,2002,Nebraska,38,38,0,.18421052,0
31,2003,Nebraska,19,19,0,.10526316,0
31,2004,Nebraska,7,7,0,0,0
31,2005,Nebraska,17,17,0,0,0
31,2006,Nebraska,12,12,0,.33333334,0
31,2007,Nebraska,6,6,0,.16666667,0
31,2008,Nebraska,11,11,0,0,0
31,2009,Nebraska,9,9,.11111111,.11111111,0
31,2010,Nebraska,6,6,.16666667,.16666667,.16666667
31,2011,Nebraska,6,6,0,0,0
31,2012,Nebraska,6,6,0,.16666667,0
31,2013,Nebraska,7,7,0,0,0
31,2014,Nebraska,11,11,0,.090909094,0
31,2015,Nebraska,6,6,0,.16666667,0
31,2016,Nebraska,8,8,0,.25,.25
31,2017,Nebraska,6,6,.33333334,.33333334,.16666667
31,2018,Nebraska,7,7,0,0,0
31,2019,Nebraska,7,7,0,0,0
31,2020,Nebraska,13,13,.07692308,.15384616,.07692308
31,2021,Nebraska,5,5,0,0,0
31,2022,Nebraska,10,10,0,.1,.1
31,2023,Nebraska,12,12,0,.083333336,0
31,2024,Nebraska,8,8,0,0,.125
32,2000,Nevada,11,11,0,.090909094,.090909094
32,2001,Nevada,15,15,.06666667,.13333334,.06666667
32,2002,Nevada,23,23,0,.086956523,.043478262
32,2003,Nevada,20,20,.1,.15000001,.1
32,2004,Nevada,13,13,0,.15384616,.07692308
32,2005,Nevada,31,31,.064516127,.064516127,.064516127
32,2006,Nevada,35,35,.085714288,.085714288,.057142857
32,2007,Nevada,22,22,.090909094,.27272728,0
32,2008,Nevada,14,14,.14285715,.2857143,.14285715
32,2009,Nevada,9,9,0,.33333334,0
32,2010,Nevada,9,9,0,.22222222,.11111111
32,2011,Nevada,9,9,0,.11111111,0
32,2012,Nevada,10,10,0,0,.1
32,2013,Nevada,11,11,.090909094,.18181819,0
32,2014,Nevada,11,11,.090909094,.090909094,0
32,2015,Nevada,13,13,.07692308,.23076923,.15384616
32,2016,Nevada,11,11,0,0,0
32,2017,Nevada,13,13,0,.07692308,.07692308
32,2018,Nevada,4,4,0,0,.25
32,2019,Nevada,13,13,.07692308,.23076923,.07692308
32,2020,Nevada,12,12,.083333336,0,.16666667
32,2021,Nevada,12,12,.083333336,.16666667,.16666667
32,2022,Nevada,27,27,0,.14814815,.22222222
32,2023,Nevada,16,16,0,.1875,.1875
32,2024,Nevada,27,27,0,0,.14814815
33,2000,New Hampshire,5,5,0,.2,0
33,2001,New Hampshire,6,6,0,0,.16666667
33,2002,New Hampshire,7,7,0,0,0
33,2003,New Hampshire,7,7,.14285715,.14285715,.14285715
33,2004,New Hampshire,25,25,.2,.079999998,.16
33,2005,New Hampshire,11,11,.090909094,0,.090909094
33,2006,New Hampshire,7,7,.14285715,.14285715,0
33,2007,New Hampshire,10,10,.1,.2,.1
33,2008,New Hampshire,8,8,0,.25,0
33,2009,New Hampshire,6,6,.16666667,0,.33333334
33,2010,New Hampshire,9,9,.11111111,.33333334,0
33,2011,New Hampshire,4,4,0,0,0
33,2012,New Hampshire,3,3,0,0,.33333334
33,2013,New Hampshire,1,1,0,0,0
33,2014,New Hampshire,3,3,.33333334,0,0
33,2015,New Hampshire,3,3,.33333334,.33333334,0
33,2016,New Hampshire,6,6,0,.16666667,.16666667
33,2017,New Hampshire,3,3,.33333334,.33333334,0
33,2018,New Hampshire,8,8,0,.125,0
33,2019,New Hampshire,4,4,.25,0,.25
33,2020,New Hampshire,3,3,.33333334,0,0
33,2021,New Hampshire,3,3,.66666669,0,0
33,2022,New Hampshire,9,9,0,.11111111,.22222222
33,2023,New Hampshire,5,5,0,.2,0
33,2024,New Hampshire,2,2,0,0,0
34,2000,New Jersey,45,45,0,.044444446,.2888889
34,2001,New Jersey,34,34,0,.088235296,.38235295
34,2002,New Jersey,48,48,.020833334,.041666668,.39583334
34,2003,New Jersey,39,39,.025641026,.07692308,.2820513
34,2004,New Jersey,44,44,0,.045454547,.022727273
34,2005,New Jersey,41,41,.024390243,.048780486,.31707317
34,2006,New Jersey,56,56,.017857144,.035714287,.17857143
34,2007,New Jersey,30,30,.06666667,.06666667,.26666668
34,2008,New Jersey,26,26,0,.03846154,.23076923
34,2009,New Jersey,22,22,.090909094,.27272728,.045454547
34,2010,New Jersey,16,16,.0625,.1875,.0625
34,2011,New Jersey,36,36,.027777778,.1388889,.083333336
34,2012,New Jersey,21,21,0,.19047619,0
34,2013,New Jersey,14,14,.21428572,.21428572,.21428572
34,2014,New Jersey,29,29,.034482758,.27586207,.034482758
34,2015,New Jersey,16,16,.125,.1875,.125
34,2016,New Jersey,24,24,.083333336,.083333336,.041666668
34,2017,New Jersey,25,25,.12,.079999998,.16
34,2018,New Jersey,18,18,0,.11111111,0
34,2019,New Jersey,24,24,.041666668,.25,.16666667
34,2020,New Jersey,25,25,.079999998,.23999999,.23999999
34,2021,New Jersey,19,19,.052631579,.10526316,.2631579
34,2022,New Jersey,45,45,0,.17777778,.15555556
34,2023,New Jersey,22,22,0,.045454547,.45454547
34,2024,New Jersey,35,35,0,.17142858,.2857143
35,2000,New Mexico,19,19,.052631579,.10526316,.052631579
35,2001,New Mexico,32,32,.03125,.25,.0625
35,2002,New Mexico,26,26,0,.1923077,0
35,2003,New Mexico,16,16,0,0,0
35,2004,New Mexico,56,56,0,.14285715,0
35,2005,New Mexico,20,20,0,.050000001,0
35,2006,New Mexico,27,27,0,.11111111,0
35,2007,New Mexico,15,15,0,.2,0
35,2008,New Mexico,8,8,0,.125,0
35,2009,New Mexico,15,15,.06666667,.2,0
35,2010,New Mexico,11,11,0,.27272728,0
35,2011,New Mexico,18,18,.055555556,.16666667,0
35,2012,New Mexico,17,17,.11764706,.35294119,.11764706
35,2013,New Mexico,11,11,0,.18181819,0
35,2014,New Mexico,16,16,0,0,0
35,2015,New Mexico,14,14,0,.071428575,.071428575
35,2016,New Mexico,12,12,0,0,0
35,2017,New Mexico,19,19,.052631579,.10526316,.052631579
35,2018,New Mexico,17,17,.05882353,.23529412,.11764706
35,2019,New Mexico,13,13,.07692308,0,.07692308
35,2020,New Mexico,18,18,.11111111,.16666667,.22222222
35,2021,New Mexico,12,12,.16666667,0,.25
35,2022,New Mexico,23,23,0,0,.30434781
35,2023,New Mexico,10,10,0,.1,0
35,2024,New Mexico,12,12,0,.083333336,0
36,2000,New York,87,87,.011494253,.057471264,.022988506
36,2001,New York,131,131,.022900764,.061068702,.030534351
36,2002,New York,100,100,0,.12,0
36,2003,New York,71,71,.014084507,.028169014,.014084507
36,2004,New York,86,86,.011627907,.011627907,.011627907
36,2005,New York,74,74,0,.027027028,.013513514
36,2006,New York,81,81,.037037037,.012345679,.18518518
36,2007,New York,68,68,.05882353,.088235296,.044117648
36,2008,New York,45,45,.06666667,.044444446,.06666667
36,2009,New York,41,41,.073170729,.12195122,.19512194
36,2010,New York,45,45,.044444446,.06666667,.044444446
36,2011,New York,41,41,.024390243,.073170729,.024390243
36,2012,New York,53,53,.094339624,.056603774,.056603774
36,2013,New York,49,49,.040816326,.020408163,.040816326
36,2014,New York,40,40,0,.050000001,0
36,2015,New York,43,43,.023255814,0,.023255814
36,2016,New York,45,45,.022222223,0,0
36,2017,New York,45,45,.088888891,0,.088888891
36,2018,New York,40,40,.075000003,.025,.1
36,2019,New York,31,31,.064516127,0,.064516127
36,2020,New York,47,47,.08510638,0,.021276595
36,2021,New York,48,48,.0625,.1875,.10416666
36,2022,New York,64,64,0,.046875,.15625
36,2023,New York,31,31,0,0,.29032257
36,2024,New York,42,42,0,.071428575,.095238097
37,2000,North Carolina,76,76,0,.078947365,0
37,2001,North Carolina,79,79,0,.10126583,0
37,2002,North Carolina,69,69,0,.043478262,.028985508
37,2003,North Carolina,63,63,0,.031746034,.015873017
37,2004,North Carolina,58,58,0,.05172414,0
37,2005,North Carolina,74,74,0,.067567565,0
37,2006,North Carolina,67,67,0,.074626863,0
37,2007,North Carolina,82,82,0,.048780486,0
37,2008,North Carolina,50,50,0,.1,0
37,2009,North Carolina,47,47,0,.04255319,0
37,2010,North Carolina,53,53,0,.1509434,.018867925
37,2011,North Carolina,41,41,0,.12195122,0
37,2012,North Carolina,46,46,0,.13043478,0
37,2013,North Carolina,46,46,0,.065217391,0
37,2014,North Carolina,65,65,0,.13846155,0
37,2015,North Carolina,49,49,0,.14285715,0
37,2016,North Carolina,64,64,0,.140625,.015625
37,2017,North Carolina,52,52,0,.11538462,0
37,2018,North Carolina,50,50,0,.18000001,0
37,2019,North Carolina,43,43,0,.13953489,0
37,2020,North Carolina,63,63,0,.20634921,0
37,2021,North Carolina,102,102,0,.14705883,.0098039219
37,2022,North Carolina,79,79,0,.1392405,0
37,2023,North Carolina,70,70,0,.12857144,0
37,2024,North Carolina,99,99,0,.11111111,0
38,2000,North Dakota,2,2,0,0,0
38,2001,North Dakota,2,2,0,0,0
38,2002,North Dakota,3,3,0,.66666669,0
38,2003,North Dakota,5,5,0,.40000001,0
38,2004,North Dakota,3,3,0,.66666669,0
38,2005,North Dakota,4,4,0,.25,0
38,2006,North Dakota,4,4,0,0,0
38,2007,North Dakota,3,3,0,.33333334,0
38,2008,North Dakota,4,4,.25,.25,.25
38,2009,North Dakota,9,9,.11111111,.11111111,.22222222
38,2010,North Dakota,8,8,0,0,0
38,2011,North Dakota,11,11,0,.18181819,0
38,2012,North Dakota,24,24,0,.16666667,.041666668
38,2013,North Dakota,9,9,0,.11111111,.11111111
38,2014,North Dakota,10,10,.1,.30000001,.2
38,2015,North Dakota,10,10,0,0,0
38,2016,North Dakota,3,3,.33333334,0,.33333334
38,2017,North Dakota,4,4,0,.25,0
38,2018,North Dakota,1,1,0,0,0
38,2019,North Dakota,8,8,0,0,0
38,2020,North Dakota,4,4,0,0,0
38,2021,North Dakota,2,2,0,0,0
38,2022,North Dakota,6,6,0,.5,.5
38,2023,North Dakota,5,5,0,0,.60000002
38,2024,North Dakota,3,3,0,0,0
39,2000,Ohio,71,71,.04225352,.04225352,.028169014
39,2001,Ohio,72,72,.027777778,.11111111,.027777778
39,2002,Ohio,95,95,.031578947,.14736842,.010526316
39,2003,Ohio,53,53,.03773585,.075471699,.056603774
39,2004,Ohio,54,54,.055555556,.055555556,0
39,2005,Ohio,60,60,.1,.13333334,.050000001
39,2006,Ohio,52,52,.01923077,.17307693,.03846154
39,2007,Ohio,40,40,0,.1,.025
39,2008,Ohio,43,43,.046511628,.1627907,.023255814
39,2009,Ohio,38,38,.078947365,.078947365,.02631579
39,2010,Ohio,48,48,.041666668,.20833333,.041666668
39,2011,Ohio,37,37,.13513513,.10810811,.054054055
39,2012,Ohio,43,43,.046511628,.093023255,0
39,2013,Ohio,32,32,.09375,.15625,.09375
39,2014,Ohio,41,41,.048780486,.14634146,.073170729
39,2015,Ohio,41,41,.17073171,.097560972,.048780486
39,2016,Ohio,46,46,.10869565,.10869565,.043478262
39,2017,Ohio,56,56,.10714286,.071428575,.053571429
39,2018,Ohio,39,39,.025641026,.1025641,.07692308
39,2019,Ohio,44,44,.06818182,0,.22727273
39,2020,Ohio,56,56,.26785713,.10714286,.26785713
39,2021,Ohio,91,91,.15384616,.054945055,.20879121
39,2022,Ohio,51,51,0,.098039217,.23529412
39,2023,Ohio,49,49,0,.040816326,.2857143
39,2024,Ohio,55,55,0,.12727273,.21818182
40,2000,Oklahoma,28,28,0,.035714287,0
40,2001,Oklahoma,30,30,0,.16666667,0
40,2002,Oklahoma,36,36,0,.11111111,0
40,2003,Oklahoma,20,20,0,.050000001,0
40,2004,Oklahoma,41,41,0,.024390243,0
40,2005,Oklahoma,61,61,0,.081967212,0
40,2006,Oklahoma,32,32,0,.125,0
40,2007,Oklahoma,30,30,0,.13333334,.033333335
40,2008,Oklahoma,23,23,0,.086956523,0
40,2009,Oklahoma,28,28,0,.071428575,0
40,2010,Oklahoma,21,21,0,.14285715,.047619049
40,2011,Oklahoma,20,20,0,.050000001,0
40,2012,Oklahoma,27,27,0,.037037037,.037037037
40,2013,Oklahoma,23,23,0,.086956523,0
40,2014,Oklahoma,28,28,0,0,0
40,2015,Oklahoma,17,17,.05882353,.05882353,.05882353
40,2016,Oklahoma,21,21,0,.047619049,.095238097
40,2017,Oklahoma,21,21,0,.047619049,.047619049
40,2018,Oklahoma,21,21,.095238097,.047619049,.23809524
40,2019,Oklahoma,34,34,.05882353,0,.088235296
40,2020,Oklahoma,18,18,.055555556,.11111111,.11111111
40,2021,Oklahoma,38,38,.15789473,.078947365,.10526316
40,2022,Oklahoma,46,46,0,.086956523,.13043478
40,2023,Oklahoma,26,26,0,.11538462,.11538462
40,2024,Oklahoma,26,26,0,.03846154,.07692308
41,2000,Oregon,23,23,.043478262,.17391305,0
41,2001,Oregon,22,22,0,.045454547,.045454547
41,2002,Oregon,9,9,0,.22222222,0
41,2003,Oregon,16,16,0,.125,0
41,2004,Oregon,20,20,0,.1,0
41,2005,Oregon,23,23,0,.043478262,0
41,2006,Oregon,18,18,0,.16666667,0
41,2007,Oregon,25,25,0,.16,0
41,2008,Oregon,24,24,.041666668,.041666668,0
41,2009,Oregon,14,14,0,0,.071428575
41,2010,Oregon,18,18,.055555556,.22222222,.055555556
41,2011,Oregon,14,14,0,.071428575,0
41,2012,Oregon,6,6,0,.16666667,.16666667
41,2013,Oregon,18,18,0,.16666667,.11111111
41,2014,Oregon,13,13,0,.07692308,0
41,2015,Oregon,19,19,.052631579,.15789473,.052631579
41,2016,Oregon,24,24,0,.125,0
41,2017,Oregon,11,11,0,.18181819,0
41,2018,Oregon,21,21,.095238097,.047619049,.14285715
41,2019,Oregon,20,20,.050000001,.050000001,.2
41,2020,Oregon,29,29,.068965517,.034482758,.20689656
41,2021,Oregon,46,46,.28260869,.086956523,.28260869
41,2022,Oregon,71,71,0,.11267605,.30985916
41,2023,Oregon,57,57,0,.14035088,.40350878
41,2024,Oregon,37,37,0,.16216215,.51351351
42,2000,Pennsylvania,63,63,0,.031746034,0
42,2001,Pennsylvania,68,68,0,.073529415,0
42,2002,Pennsylvania,96,96,0,.072916664,.010416667
42,2003,Pennsylvania,112,112,.0089285718,.098214284,0
42,2004,Pennsylvania,61,61,.032786883,.14754099,.032786883
42,2005,Pennsylvania,140,140,0,.14285715,.0071428572
42,2006,Pennsylvania,93,93,.021505376,.17204301,.043010753
42,2007,Pennsylvania,86,86,.023255814,.15116279,.023255814
42,2008,Pennsylvania,59,59,0,.25423729,0
42,2009,Pennsylvania,44,44,0,.11363637,0
42,2010,Pennsylvania,50,50,.039999999,.1,0
42,2011,Pennsylvania,44,44,.022727273,.20454545,0
42,2012,Pennsylvania,51,51,.019607844,.078431375,.019607844
42,2013,Pennsylvania,42,42,.023809524,.14285715,.023809524
42,2014,Pennsylvania,41,41,0,.048780486,0
42,2015,Pennsylvania,43,43,.046511628,.093023255,0
42,2016,Pennsylvania,56,56,.017857144,.16071428,.017857144
42,2017,Pennsylvania,50,50,.079999998,.14,.079999998
42,2018,Pennsylvania,44,44,.022727273,.06818182,0
42,2019,Pennsylvania,41,41,.073170729,.12195122,.073170729
42,2020,Pennsylvania,43,43,.023255814,.18604651,.069767445
42,2021,Pennsylvania,40,40,0,.075000003,.050000001
42,2022,Pennsylvania,44,44,0,.06818182,.06818182
42,2023,Pennsylvania,45,45,0,.06666667,.13333334
42,2024,Pennsylvania,42,42,0,.19047619,.047619049
44,2000,Rhode Island,4,4,0,0,.25
44,2001,Rhode Island,5,5,0,0,.2
44,2002,Rhode Island,8,8,0,.375,.125
44,2003,Rhode Island,18,18,0,.055555556,.11111111
44,2004,Rhode Island,5,5,0,0,.2
44,2005,Rhode Island,8,8,0,0,.125
44,2006,Rhode Island,5,5,0,.2,.2
44,2007,Rhode Island,4,4,0,.25,.25
44,2008,Rhode Island,1,1,0,1,0
44,2009,Rhode Island,3,3,0,.33333334,0
44,2010,Rhode Island,6,6,0,.16666667,0
44,2011,Rhode Island,3,3,0,0,0
44,2012,Rhode Island,3,3,.33333334,0,0
44,2013,Rhode Island,1,1,1,1,0
44,2015,Rhode Island,3,3,0,0,0
44,2016,Rhode Island,1,1,0,1,0
44,2017,Rhode Island,1,1,0,0,0
44,2018,Rhode Island,4,4,.25,.25,0
44,2019,Rhode Island,1,1,0,1,0
44,2020,Rhode Island,4,4,0,.25,0
44,2021,Rhode Island,1,1,0,0,0
44,2022,Rhode Island,2,2,0,.5,0
44,2023,Rhode Island,2,2,0,0,1
44,2024,Rhode Island,3,3,0,0,0
45,2000,South Carolina,41,41,0,.17073171,.048780486
45,2001,South Carolina,40,40,0,.32499999,.025
45,2002,South Carolina,43,43,0,.13953489,0
45,2003,South Carolina,42,42,0,.071428575,0
45,2004,South Carolina,45,45,.022222223,.088888891,.022222223
45,2005,South Carolina,52,52,0,.057692308,0
45,2006,South Carolina,46,46,.021739131,.23913044,.043478262
45,2007,South Carolina,46,46,.065217391,.2173913,.021739131
45,2008,South Carolina,30,30,.1,.16666667,.033333335
45,2009,South Carolina,37,37,.027027028,.081081077,0
45,2010,South Carolina,25,25,.039999999,.16,0
45,2011,South Carolina,34,34,.029411765,.088235296,0
45,2012,South Carolina,34,34,.11764706,.17647059,.029411765
45,2013,South Carolina,22,22,.090909094,.13636364,.090909094
45,2014,South Carolina,34,34,.11764706,.14705883,.11764706
45,2015,South Carolina,43,43,.069767445,.046511628,.069767445
45,2016,South Carolina,38,38,.10526316,.28947368,.052631579
45,2017,South Carolina,46,46,.065217391,.15217391,.065217391
45,2018,South Carolina,42,42,.023809524,.11904762,.023809524
45,2019,South Carolina,42,42,.023809524,.095238097,.047619049
45,2020,South Carolina,47,47,.10638298,.063829787,.063829787
45,2021,South Carolina,138,138,.036231883,.14492753,.021739131
45,2022,South Carolina,63,63,0,.19047619,.047619049
45,2023,South Carolina,34,34,0,.14705883,0
45,2024,South Carolina,54,54,0,.14814815,0
46,2000,South Dakota,12,12,0,.16666667,0
46,2001,South Dakota,11,11,0,.18181819,0
46,2002,South Dakota,4,4,0,.5,0
46,2003,South Dakota,14,14,0,.2857143,0
46,2004,South Dakota,9,9,0,.33333334,0
46,2005,South Dakota,10,10,.1,.40000001,0
46,2006,South Dakota,17,17,0,.17647059,0
46,2007,South Dakota,7,7,0,.2857143,.14285715
46,2008,South Dakota,3,3,0,0,0
46,2009,South Dakota,5,5,0,0,0
46,2010,South Dakota,7,7,0,0,0
46,2011,South Dakota,7,7,0,.14285715,0
46,2012,South Dakota,7,7,0,.42857143,0
46,2013,South Dakota,8,8,0,.5,0
46,2014,South Dakota,3,3,0,.33333334,0
46,2015,South Dakota,5,5,0,0,0
46,2016,South Dakota,4,4,0,.25,0
46,2017,South Dakota,4,4,0,0,0
46,2018,South Dakota,2,2,0,0,0
46,2019,South Dakota,3,3,0,.33333334,0
46,2020,South Dakota,6,6,.16666667,.5,.16666667
46,2021,South Dakota,5,5,0,.2,0
46,2022,South Dakota,3,3,0,0,0
46,2023,South Dakota,10,10,0,.40000001,.5
46,2024,South Dakota,7,7,0,0,.2857143
47,2000,Tennessee,43,43,0,.093023255,.046511628
47,2001,Tennessee,50,50,0,.12,.02
47,2002,Tennessee,48,48,.020833334,.1875,.020833334
47,2003,Tennessee,58,58,.017241379,.086206898,.017241379
47,2004,Tennessee,57,57,.01754386,.12280702,0
47,2005,Tennessee,57,57,.01754386,.070175439,.01754386
47,2006,Tennessee,54,54,0,.074074075,0
47,2007,Tennessee,58,58,0,.086206898,0
47,2008,Tennessee,38,38,.02631579,.13157895,0
47,2009,Tennessee,28,28,.035714287,.17857143,0
47,2010,Tennessee,37,37,0,.16216215,.054054055
47,2011,Tennessee,31,31,.12903225,.16129032,.096774191
47,2012,Tennessee,44,44,.045454547,.090909094,.090909094
47,2013,Tennessee,33,33,.060606062,.15151516,.060606062
47,2014,Tennessee,33,33,.15151516,.12121212,.090909094
47,2015,Tennessee,39,39,.07692308,.1025641,.15384616
47,2016,Tennessee,47,47,.063829787,.10638298,.19148937
47,2017,Tennessee,55,55,.036363635,.07272727,.10909091
47,2018,Tennessee,37,37,.054054055,.10810811,.054054055
47,2019,Tennessee,43,43,.069767445,.093023255,0
47,2020,Tennessee,64,64,.078125,.109375,.046875
47,2021,Tennessee,83,83,.072289154,.12048193,.072289154
47,2022,Tennessee,94,94,0,.19148937,.17021276
47,2023,Tennessee,101,101,0,.13861386,.24752475
47,2024,Tennessee,56,56,0,.125,.23214285
48,2000,Texas,161,161,.0062111802,.0931677,.01242236
48,2001,Texas,158,158,.012658228,.088607594,.012658228
48,2002,Texas,147,147,0,.081632651,.0068027209
48,2003,Texas,150,150,.0066666668,.13333334,0
48,2004,Texas,133,133,0,.082706764,.015037594
48,2005,Texas,125,125,0,.071999997,0
48,2006,Texas,121,121,.0082644625,.090909094,0
48,2007,Texas,122,122,.0081967209,.12295082,0
48,2008,Texas,134,134,.014925373,.082089551,.014925373
48,2009,Texas,116,116,.034482758,.13793103,.034482758
48,2010,Texas,116,116,.034482758,.094827585,.060344826
48,2011,Texas,108,108,.046296295,.16666667,.018518519
48,2012,Texas,109,109,.027522936,.11926606,.036697246
48,2013,Texas,115,115,.034782607,.086956523,.026086956
48,2014,Texas,141,141,.014184397,.099290781,.0070921984
48,2015,Texas,129,129,.023255814,.062015504,.062015504
48,2016,Texas,184,184,.016304348,.11413044,.054347824
48,2017,Texas,141,141,.04255319,.070921987,.035460994
48,2018,Texas,142,142,.035211269,.1056338,.035211269
48,2019,Texas,131,131,.061068702,.099236645,.045801528
48,2020,Texas,173,173,.040462427,.11560693,.040462427
48,2021,Texas,400,400,.0275,.12,.039999999
48,2022,Texas,342,342,0,.099415205,.061403509
48,2023,Texas,305,305,0,.10491803,.1442623
48,2024,Texas,256,256,0,.1328125,.08203125
49,2000,Utah,41,41,.024390243,.097560972,.024390243
49,2001,Utah,15,15,0,.2,0
49,2002,Utah,8,8,0,.125,0
49,2003,Utah,15,15,0,0,0
49,2004,Utah,11,11,0,.090909094,0
49,2005,Utah,10,10,0,.1,0
49,2006,Utah,12,12,0,.16666667,0
49,2007,Utah,13,13,0,.07692308,.07692308
49,2008,Utah,11,11,0,0,0
49,2009,Utah,9,9,0,.11111111,0
49,2010,Utah,7,7,0,.14285715,0
49,2011,Utah,11,11,0,.090909094,0
49,2012,Utah,5,5,0,0,0
49,2013,Utah,4,4,0,0,0
49,2014,Utah,7,7,.2857143,0,0
49,2015,Utah,7,7,.14285715,0,.14285715
49,2016,Utah,13,13,.07692308,0,.15384616
49,2017,Utah,13,13,0,.07692308,.07692308
49,2018,Utah,11,11,0,.090909094,.090909094
49,2019,Utah,10,10,0,0,0
49,2020,Utah,7,7,0,0,0
49,2021,Utah,36,36,.1388889,.1388889,.11111111
49,2022,Utah,21,21,0,.14285715,.047619049
49,2023,Utah,16,16,0,.0625,.5
49,2024,Utah,12,12,0,.16666667,.25
50,2000,Vermont,4,4,0,0,0
50,2001,Vermont,10,10,0,.2,0
50,2002,Vermont,2,2,.5,0,0
50,2003,Vermont,2,2,0,0,0
50,2004,Vermont,7,7,0,0,.14285715
50,2005,Vermont,1,1,0,0,0
50,2006,Vermont,5,5,0,.40000001,0
50,2007,Vermont,4,4,0,.25,0
50,2008,Vermont,5,5,.40000001,.2,.2
